Actions: [(5,), (6,), (1,), (2,), (4,), (3,), (5, 6), (5, 1), (5, 2), (5, 4), (5, 3), (6, 1), (6, 2), (6, 4), (6, 3), (1, 2), (1, 4), (1, 3), (2, 4), (2, 3), (4, 3)]
Episode 0 of 40000
         2505781 function calls (2451342 primitive calls) in 20.422 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1049    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:173(__exit__)
       40    0.001    0.000    0.001    0.000 {built-in method posix.waitpid}
       55    0.001    0.000    0.008    0.000 _tensor_str.py:300(_str_intern)
      603    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        4    0.001    0.000    0.001    0.000 _script.py:245(__init__)
     2033    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
      285    0.001    0.000    0.002    0.000 enum.py:986(__and__)
     1186    0.001    0.000    0.007    0.000 typing.py:515(<genexpr>)
      223    0.001    0.000    0.079    0.000 artist.py:1422(__init__)
      904    0.001    0.000    0.001    0.000 __init__.py:77(_tensor_or_tensors_to_tuple)
      437    0.001    0.000    0.015    0.000 artist.py:1536(number_of_parameters)
       13    0.001    0.000    0.109    0.008 util.py:103(_findLib_gcc)
      954    0.001    0.000    0.013    0.000 artist.py:1542(is_alias)
 1078/940    0.001    0.000    0.001    0.000 typing.py:1037(__hash__)
      904    0.001    0.000    0.001    0.000 _reduction.py:7(get_enum)
      356    0.001    0.000    0.002    0.000 inspect.py:653(_findclass)
     2631    0.001    0.000    0.001    0.000 {built-in method from_bytes}
      799    0.001    0.000    0.002    0.000 sre_compile.py:447(_simple)
     6688    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
      375    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
     6541    0.001    0.000    0.001    0.000 inspect.py:2699(kind)
     1049    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:165(__init__)
       52    0.001    0.000    0.001    0.000 typing.py:284(_flatten_literal_params)
       52    0.001    0.000    0.006    0.000 typing.py:532(Literal)
     2351    0.001    0.000    0.001    0.000 _jit_internal.py:957(is_scripting)
     1403    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      708    0.001    0.000    0.029    0.000 inspect.py:3252(signature)
      178    0.001    0.000    0.007    0.000 typing.py:1138(__getitem__)
      140    0.001    0.000    0.001    0.000 pathlib.py:56(parse_parts)
       15    0.001    0.000    0.001    0.000 {built-in method where}
      317    0.001    0.000    0.001    0.000 function_base.py:465(_needs_add_docstring)
     2140    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
  558/528    0.001    0.000    0.001    0.000 typing.py:1247(__hash__)
       20    0.001    0.000    0.001    0.000 {built-in method zeros_like}
1849/1464    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
     1808    0.001    0.000    0.001    0.000 {built-in method torch._C._has_torch_function}
        1    0.001    0.001    0.001    0.001 helpers.py:643(<dictcomp>)
       30    0.001    0.000    0.001    0.000 function_base.py:24(linspace)
       80    0.001    0.000    0.004    0.000 typing.py:1323(__class_getitem__)
     1022    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
      708    0.001    0.000    0.029    0.000 inspect.py:2998(from_callable)
      285    0.001    0.000    0.026    0.000 sre_compile.py:622(_code)
     1092    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      438    0.001    0.000    0.003    0.000 colors.py:268(to_rgba)
       40    0.001    0.000    0.021    0.001 subprocess.py:758(__init__)
      438    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
        1    0.001    0.001    0.001    0.001 {built-in method torch._C._rpc_init}
        1    0.001    0.001    0.002    0.002 decoder.py:343(raw_decode)
      605    0.001    0.000    0.001    0.000 _inspect.py:13(ismethod)
      409    0.001    0.000    0.004    0.000 rcsetup.py:307(validate_color)
     23/1    0.001    0.000    3.115    3.115 module.py:576(_apply)
      461    0.001    0.000    0.005    0.000 core.py:522(copy)
      114    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       37    0.001    0.000    0.023    0.001 learning_agent.py:167(sync_Q_target)
      963    0.001    0.000    0.001    0.000 enum.py:22(_is_dunder)
      285    0.001    0.000    0.001    0.000 sre_parse.py:225(__init__)
      978    0.001    0.000    0.001    0.000 os.py:755(encode)
 2311/323    0.001    0.000    0.005    0.000 abc.py:121(__subclasscheck__)
      282    0.001    0.000    0.001    0.000 sre_parse.py:296(_class_escape)
      103    0.001    0.000    0.002    0.000 _tensor_str.py:175(_vector_str)
       65    0.001    0.000    0.002    0.000 deprecation.py:128(deprecate)
     1795    0.001    0.000    0.001    0.000 os.py:759(decode)
     1292    0.001    0.000    0.001    0.000 inspect.py:1058(tokeneater)
      571    0.001    0.000    0.002    0.000 re.py:202(sub)
   256/18    0.001    0.000    0.002    0.000 ast.py:420(generic_visit)
      317    0.001    0.000    0.002    0.000 function_base.py:483(_add_docstring)
      114    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       23    0.001    0.000    0.008    0.000 __init__.py:23(__load_extra_py_code_for_module)
     2176    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      279    0.001    0.000    0.007    0.000 typing.py:1147(copy_with)
      117    0.001    0.000    0.237    0.002 artist.py:1837(kwdoc)
        4    0.001    0.000    0.047    0.012 core.py:1(<module>)
      626    0.001    0.000    0.003    0.000 re.py:187(match)
      877    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
      420    0.000    0.000    0.001    0.000 function_base.py:348(iterable)
     1545    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      964    0.000    0.000    0.001    0.000 enum.py:33(_is_sunder)
       17    0.000    0.000    0.000    0.000 {built-in method isfinite}
        1    0.000    0.000    0.001    0.001 entities.py:1(<module>)
     1818    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
     1025    0.000    0.000    0.000    0.000 {built-in method torch._C._add_docstr}
      980    0.000    0.000    0.001    0.000 typing.py:1242(__eq__)
      249    0.000    0.000    0.001    0.000 font_manager.py:928(_json_decode)
  301/277    0.000    0.000    0.001    0.000 sre_compile.py:485(_get_literal_prefix)
     2984    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      223    0.000    0.000    0.001    0.000 module.py:1188(__setattr__)
       30    0.000    0.000    0.000    0.000 {built-in method posix.open}
      127    0.000    0.000    0.001    0.000 typing.py:1350(__init_subclass__)
      605    0.000    0.000    0.001    0.000 _inspect.py:26(isfunction)
      586    0.000    0.000    0.001    0.000 _inspect.py:41(iscode)
      876    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      760    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
      850    0.000    0.000    0.001    0.000 colors.py:216(_is_nth_color)
       11    0.000    0.000    0.013    0.001 __init__.py:26(_apply_docstring_templates)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       67    0.000    0.000    0.001    0.000 inspect.py:3206(__str__)
      571    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       13    0.000    0.000    0.002    0.000 enum.py:553(<listcomp>)
     1289    0.000    0.000    0.000    0.000 __init__.py:670(_set)
     1086    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
     2336    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.006    0.001 dataclasses.py:881(_process_class)
     1140    0.000    0.000    0.001    0.000 sre_parse.py:82(groups)
      283    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      690    0.000    0.000    0.001    0.000 typing_extensions.py:171(_should_collect_from_parameters)
      114    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
  453/336    0.000    0.000    0.027    0.000 typing.py:401(__getitem__)
        1    0.000    0.000    0.013    0.013 numeric.py:1(<module>)
     1022    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        4    0.000    0.000    0.157    0.039 functional.py:1(<module>)
      104    0.000    0.000    0.298    0.003 artist.py:126(__init_subclass__)
      905    0.000    0.000    0.000    0.000 lr_scheduler.py:144(__enter__)
      457    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      199    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      799    0.000    0.000    0.000    0.000 dll.py:223(__init__)
      114    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
     1292    0.000    0.000    0.001    0.000 <string>:1(<lambda>)
      407    0.000    0.000    0.000    0.000 module.py:1384(<dictcomp>)
     1169    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     2348    0.000    0.000    0.000    0.000 __init__.py:158(<lambda>)
      135    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       55    0.000    0.000    0.001    0.000 typing.py:801(__init__)
       92    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
      905    0.000    0.000    0.000    0.000 {built-in method math.ceil}
      834    0.000    0.000    0.001    0.000 inspect.py:632(_is_wrapper)
        1    0.000    0.000    0.013    0.013 numerictypes.py:1(<module>)
      148    0.000    0.000    0.000    0.000 {built-in method posix.close}
      238    0.000    0.000    0.000    0.000 {method 'format_map' of 'str' objects}
      905    0.000    0.000    0.000    0.000 lr_scheduler.py:168(<listcomp>)
      133    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
      137    0.000    0.000    0.001    0.000 pathlib.py:569(_parse_args)
      101    0.000    0.000    0.004    0.000 typing.py:1223(__getitem__)
      253    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      287    0.000    0.000    0.000    0.000 dll.py:88(_version_str_to_tuple)
      117    0.000    0.000    0.007    0.000 typing.py:523(Optional)
      306    0.000    0.000    0.000    0.000 results.py:148(__new__)
       63    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       12    0.000    0.000    0.023    0.002 subprocess.py:1968(_communicate)
     1905    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       32    0.000    0.000    0.004    0.000 colors.py:1036(from_list)
      929    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
      237    0.000    0.000    0.006    0.000 abc.py:105(__new__)
       16    0.000    0.000    0.003    0.000 _builtins.py:128(_get_builtin_table)
     2602    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       40    0.000    0.000    0.001    0.000 subprocess.py:1227(_close_pipe_fds)
      570    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
     1026    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       72    0.000    0.000    0.000    0.000 {method 'unbind' of 'torch._C._TensorBase' objects}
      295    0.000    0.000    0.001    0.000 _tensor.py:623(__format__)
       18    0.000    0.000    0.007    0.000 rcsetup.py:799(validate_cycler)
        2    0.000    0.000    0.005    0.002 function_base.py:1(<module>)
      474    0.000    0.000    0.001    0.000 __init__.py:741(__getitem__)
        6    0.000    0.000    0.002    0.000 __init__.py:816(__init__)
      260    0.000    0.000    0.001    0.000 inspect.py:2721(__str__)
      285    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       48    0.000    0.000    0.008    0.000 __init__.py:1347(_add_data_doc)
      160    0.000    0.000    0.001    0.000 pathlib.py:621(__str__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       67    0.000    0.000    0.002    0.000 core.py:3948(__init__)
      912    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       37    0.000    0.000    0.018    0.000 module.py:1440(load_state_dict)
      725    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
    347/1    0.000    0.000    0.001    0.001 __config__.py:19(_cleanup)
      262    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
     78/4    0.000    0.000    0.001    0.000 core.py:962(_parseCache)
     22/3    0.000    0.000    0.001    0.000 core.py:3983(streamline)
       53    0.000    0.000    0.003    0.000 util.py:240(_make_synonym_function)
        6    0.000    0.000    0.000    0.000 numeric.py:2507(extend_all)
      884    0.000    0.000    0.001    0.000 os.py:698(__iter__)
      110    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
      285    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.001    0.001 _torch_docs.py:1(<module>)
      905    0.000    0.000    0.000    0.000 lr_scheduler.py:105(print_lr)
      302    0.000    0.000    0.000    0.000 _tensor_str.py:148(format)
     1386    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      905    0.000    0.000    0.000    0.000 lr_scheduler.py:148(__exit__)
       26    0.000    0.000    0.022    0.001 _sources.py:95(parse_def)
      317    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
     1047    0.000    0.000    0.001    0.000 __init__.py:42(<lambda>)
       66    0.000    0.000    0.001    0.000 core.py:4540(__init__)
      713    0.000    0.000    0.000    0.000 types.py:176(__get__)
   151/55    0.000    0.000    0.002    0.000 _tensor_str.py:211(_tensor_str_with_formatter)
       14    0.000    0.000    0.002    0.000 shutil.py:1439(which)
       26    0.000    0.000    0.000    0.000 _sources.py:72(__init__)
       32    0.000    0.000    0.002    0.000 colors.py:409(to_rgba_array)
      285    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      412    0.000    0.000    0.003    0.000 colors.py:221(is_color_like)
      147    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
     39/1    0.000    0.000    0.001    0.001 __config__.py:25(<dictcomp>)
     1735    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       86    0.000    0.000    0.002    0.000 core.py:3754(__init__)
        1    0.000    0.000    0.475    0.475 pyplot.py:1(<module>)
       48    0.000    0.000    0.002    0.000 _tensor_str.py:227(<listcomp>)
       55    0.000    0.000    0.007    0.000 _tensor_str.py:233(_tensor_str)
     1322    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
      810    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
       58    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
      798    0.000    0.000    0.000    0.000 __init__.py:966(<lambda>)
     2271    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.006    0.006 _add_newdocs.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {built-in method masked_select}
        1    0.000    0.000    0.003    0.003 video.py:1(<module>)
        1    0.000    0.000    0.053    0.053 sdlttf.py:1(<module>)
      101    0.000    0.000    0.262    0.003 <frozen importlib._bootstrap_external>:1174(create_module)
     1056    0.000    0.000    0.001    0.000 _collections_abc.py:885(__iter__)
      537    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        1    0.000    0.000    0.002    0.002 box.py:53(__init__)
  126/115    0.000    0.000    0.032    0.000 _docstring.py:79(__call__)
      515    0.000    0.000    0.000    0.000 inspect.py:199(ismethod)
        1    0.000    0.000    0.006    0.006 fromnumeric.py:1(<module>)
       11    0.000    0.000    0.009    0.001 utils.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       14    0.000    0.000    0.177    0.013 util.py:337(find_library)
      877    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       26    0.000    0.000    0.018    0.001 inspect.py:1112(getsourcelines)
      241    0.000    0.000    0.003    0.000 rcsetup.py:279(validate_color_for_prop_cycle)
   256/18    0.000    0.000    0.002    0.000 ast.py:414(visit)
      342    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       56    0.000    0.000    0.000    0.000 {method 'reshape' of 'torch._C._TensorBase' objects}
